hashtag,sentiment,university_name,published_at,likes,reply_count
#shame,Neutral,KIIT University,2025-02-18 19:37:51+00:00,0,0
#warden,Neutral,KIIT University,2025-02-18 19:37:51+00:00,0,0
#shame,Neutral,KIIT University,2025-02-18 19:30:32+00:00,0,0
#shame_on_kiit,Negative,KIIT University,2025-02-18 19:26:20+00:00,0,0
#shame_on_odisha,Negative,KIIT University,2025-02-18 19:26:20+00:00,0,0
#justicefor,Positive,KIIT University,2025-02-18 19:25:46+00:00,0,0
#deshbhakt,Negative,KIIT University,2025-02-18 19:24:05+00:00,0,0
#standwithbangladeshihindus,Neutral,KIIT University,2025-02-18 19:03:00+00:00,0,0
#voiceforminorities,Neutral,KIIT University,2025-02-18 19:03:00+00:00,0,0
#justiceforbangladeshihindus,Neutral,KIIT University,2025-02-18 19:03:00+00:00,0,0
#protecthinducommunities,Neutral,KIIT University,2025-02-18 19:03:00+00:00,0,0
#peaceforallcommunities,Neutral,KIIT University,2025-02-18 19:03:00+00:00,0,0
#humanrightsforbangladesh,Neutral,KIIT University,2025-02-18 19:03:00+00:00,0,0
#equalityforbangladeshihindus,Neutral,KIIT University,2025-02-18 19:03:00+00:00,0,0
#togetherforpeace,Neutral,KIIT University,2025-02-18 19:03:00+00:00,0,0
#supportbangladeshihindus,Neutral,KIIT University,2025-02-18 19:03:00+00:00,0,0
#endreligiousviolence,Neutral,KIIT University,2025-02-18 19:03:00+00:00,0,0
#justiceforpakritilamsal,Positive,KIIT University,2025-02-18 18:56:41+00:00,0,0
#shameful,Negative,KIIT University,2025-02-18 18:40:16+00:00,0,0
#ridiculous,Negative,KIIT University,2025-02-18 18:40:16+00:00,0,0
#boycottindia,Neutral,KIIT University,2025-02-18 18:33:13+00:00,1,0
#boycottindians,Neutral,KIIT University,2025-02-18 18:33:13+00:00,1,0
#justiceforprakreeti,Positive,KIIT University,2025-02-18 18:31:30+00:00,0,0
#boycottindia,Neutral,KIIT University,2025-02-18 18:30:52+00:00,0,0
#boycottindians,Neutral,KIIT University,2025-02-18 18:30:52+00:00,0,0
#justice_prakriti,Neutral,KIIT University,2025-02-18 18:29:05+00:00,0,0
#thedeshbhakt,Negative,KIIT University,2025-02-18 18:27:06+00:00,0,0
#restinpeaceprakriti,Negative,KIIT University,2025-02-18 18:27:06+00:00,0,0
#justiceforprakriti,Negative,KIIT University,2025-02-18 18:27:06+00:00,0,0
#boycottkiit,Neutral,KIIT University,2025-02-18 18:17:30+00:00,0,0
#beep,Neutral,KIIT University,2025-02-18 18:11:58+00:00,0,0
#banerjeebabu,Neutral,KIIT University,2025-02-18 18:11:58+00:00,0,0
#vishaguru,Neutral,KIIT University,2025-02-18 18:11:46+00:00,0,0
#ripprakritilamsal,Positive,KIIT University,2025-02-18 18:08:23+00:00,0,0
#prakritilamsal,Positive,KIIT University,2025-02-18 18:03:01+00:00,0,0
#justiceforprakritimalla,Neutral,KIIT University,2025-02-18 18:02:47+00:00,0,0
#boycottkiituniversity,Neutral,KIIT University,2025-02-18 17:59:17+00:00,0,0
#we_need_justice,Positive,KIIT University,2025-02-18 17:53:05+00:00,1,0
#akash,Positive,KIIT University,2025-02-18 17:52:37+00:00,1,0
#justice_for_prakriti_lamsal,Neutral,KIIT University,2025-02-18 17:51:19+00:00,0,0
#akash,Neutral,KIIT University,2025-02-18 17:50:59+00:00,0,0
#boycottindia,Neutral,KIIT University,2025-02-18 18:32:03+00:00,0,0
#boycottindians,Neutral,KIIT University,2025-02-18 18:32:03+00:00,0,0
#boycottindia,Neutral,KIIT University,2025-02-18 18:32:12+00:00,0,0
#boycottindians,Neutral,KIIT University,2025-02-18 18:32:12+00:00,0,0
#elvishyadav,Negative,KIIT University,2025-02-18 17:45:22+00:00,0,0
#chumdarang,Negative,KIIT University,2025-02-18 17:45:22+00:00,0,0
#lisencecancel,Negative,KIIT University,2025-02-18 17:43:34+00:00,0,0
#boycottindia,Neutral,KIIT University,2025-02-18 18:32:52+00:00,0,0
#boycottindians,Neutral,KIIT University,2025-02-18 18:32:52+00:00,0,0
#blacklist,Neutral,KIIT University,2025-02-18 17:37:51+00:00,0,0
#jai,Neutral,KIIT University,2025-02-18 17:36:32+00:00,0,0
#justiceforprakriti,Neutral,KIIT University,2025-02-18 17:33:32+00:00,0,0
#boycottindia,Neutral,KIIT University,2025-02-18 18:31:34+00:00,0,0
#boycottindians,Neutral,KIIT University,2025-02-18 18:31:34+00:00,0,0
#snehakushwaha,Neutral,KIIT University,2025-02-19 04:48:13+00:00,0,0
#plz,Negative,KIIT University,2025-02-18 17:31:08+00:00,1,0
#boycottindia,Neutral,KIIT University,2025-02-18 18:31:54+00:00,0,0
#boycottindians,Neutral,KIIT University,2025-02-18 18:31:54+00:00,0,0
#andhbhakt,Positive,KIIT University,2025-02-18 22:54:18+00:00,1,0
#bankiit,Neutral,KIIT University,2025-02-19 04:39:51+00:00,1,0
#boycottindia,Neutral,KIIT University,2025-02-18 18:33:02+00:00,0,0
#boycottindians,Neutral,KIIT University,2025-02-18 18:33:02+00:00,0,0
#banbongafrompuri,Neutral,KIIT University,2025-02-18 19:59:24+00:00,0,0
#midia,Neutral,KIIT University,2025-02-18 17:22:02+00:00,0,0
#shameonkiituniversity,Positive,KIIT University,2025-02-18 17:21:47+00:00,0,0
#unsafeindia,Neutral,KIIT University,2025-02-18 17:18:15+00:00,0,0
#discriminationatitspeak,Neutral,KIIT University,2025-02-18 17:17:59+00:00,0,0
#fightagainsthatred,Neutral,KIIT University,2025-02-18 17:17:59+00:00,0,0
#raisevoicesagainstinjustice,Neutral,KIIT University,2025-02-18 17:17:59+00:00,0,0
#egoofourinstitutionsistotallyabsurd,Neutral,KIIT University,2025-02-18 17:17:59+00:00,0,0
#boycottindia,Neutral,KIIT University,2025-02-18 18:31:46+00:00,0,0
#boycottindians,Neutral,KIIT University,2025-02-18 18:31:46+00:00,0,0
#justiceforprakirtilamsal,Positive,KIIT University,2025-02-18 17:16:10+00:00,1,0
#justiceforher,Positive,KIIT University,2025-02-18 17:15:59+00:00,0,0
#boycottkiit,Positive,KIIT University,2025-02-18 17:12:32+00:00,0,0
#justicedelayedisjusticedenied,Neutral,KIIT University,2025-02-18 17:12:07+00:00,0,0
#we_want_justice,Negative,KIIT University,2025-02-18 17:07:59+00:00,0,0
#justiceforstudents,Negative,KIIT University,2025-02-18 17:01:23+00:00,1,0
#revokenaackiit,Negative,KIIT University,2025-02-18 17:01:23+00:00,1,0
#stoptoxiceducation,Negative,KIIT University,2025-02-18 17:01:23+00:00,1,0
#studentlivesmatter,Negative,KIIT University,2025-02-18 17:01:23+00:00,1,0
#justiceofprakriti,Positive,KIIT University,2025-02-18 17:00:08+00:00,2,0
#yestomoraleducation,Negative,KIIT University,2025-02-18 18:12:47+00:00,0,0
#boycottindia,Neutral,KIIT University,2025-02-18 18:31:14+00:00,0,0
#boycottindians,Neutral,KIIT University,2025-02-18 18:31:14+00:00,0,0
#boycottindia,Neutral,KIIT University,2025-02-18 18:31:23+00:00,0,0
#boycottindians,Neutral,KIIT University,2025-02-18 18:31:23+00:00,0,0
#justiceforprakriti,Positive,KIIT University,2025-02-19 02:36:08+00:00,0,0
#apologylsnotenough,Positive,KIIT University,2025-02-19 02:36:08+00:00,0,0
#accountability,Positive,KIIT University,2025-02-19 02:36:08+00:00,0,0
#nepalmatters,Positive,KIIT University,2025-02-19 02:36:08+00:00,0,0
#prakritii,Positive,KIIT University,2025-02-20 19:02:35+00:00,0,0
#boycottindia,Neutral,KIIT University,2025-02-18 18:33:20+00:00,0,0
#boycottindians,Neutral,KIIT University,2025-02-18 18:33:20+00:00,0,0
#boycottindia,Neutral,KIIT University,2025-02-18 18:32:42+00:00,0,0
#boycottindians,Neutral,KIIT University,2025-02-18 18:32:42+00:00,0,0
#yestomoraleducation,Negative,KIIT University,2025-02-18 18:13:02+00:00,0,0
#yestomoraleducation,Negative,KIIT University,2025-02-18 18:13:20+00:00,0,0
#boycottindia,Neutral,KIIT University,2025-02-18 18:32:21+00:00,0,0
#boycottindians,Neutral,KIIT University,2025-02-18 18:32:21+00:00,0,0
#motionite,Negative,IIT Patna,2025-11-12 08:26:58+00:00,12,0
#motionite,Neutral,IIT Patna,2025-11-11 10:17:52+00:00,5,0
#motionites,Positive,IIT Bombay,2024-12-06 11:35:00+00:00,1,0
#de,Neutral,IIT Bombay,2024-03-05 02:33:38+00:00,0,0
#apnacollege,Positive,Delhi University,2023-04-18 16:59:47+00:00,4,0
#motionite,Positive,IIT Delhi,2026-02-14 10:04:05+00:00,1,1
#motionite,Positive,IIT Mandi,2025-11-05 08:16:13+00:00,5,0
#motionite,Positive,IIT Mandi,2025-11-04 07:39:45+00:00,6,0
