,likes,reply_count,comment_length,word_count,emoji_count,hashtag_count,mention_count
likes,1.0,0.5497761394720491,0.009242284836296868,0.009571688646646644,0.010870314567767965,0.0011789502235954206,-0.007351050211569437
reply_count,0.5497761394720491,1.0,0.04938967619448863,0.05349954929780714,0.007069321564397121,-0.005395740956390187,-0.04847639227150422
comment_length,0.009242284836296868,0.04938967619448863,1.0,0.9909595013275804,0.19706209512326053,0.07349230282555255,0.07034313289468415
word_count,0.009571688646646644,0.05349954929780714,0.9909595013275804,1.0,0.1998530250141358,0.061704634983844917,0.051042875664500616
emoji_count,0.010870314567767965,0.007069321564397121,0.19706209512326053,0.1998530250141358,1.0,0.047059614554036275,-0.03318764409872117
hashtag_count,0.0011789502235954206,-0.005395740956390187,0.07349230282555255,0.061704634983844917,0.047059614554036275,1.0,-0.007344207541649124
mention_count,-0.007351050211569437,-0.04847639227150422,0.07034313289468415,0.051042875664500616,-0.03318764409872117,-0.007344207541649124,1.0
