Time,Forecast,published_at,Month
44,644.6215644820295,2026-09-30 00:00:00+00:00,Sep-2026
45,656.3613107822409,2026-10-31 00:00:00+00:00,Oct-2026
46,668.1010570824524,2026-11-30 00:00:00+00:00,Nov-2026
47,679.8408033826637,2026-12-31 00:00:00+00:00,Dec-2026
48,691.5805496828751,2027-01-31 00:00:00+00:00,Jan-2027
49,703.3202959830866,2027-02-28 00:00:00+00:00,Feb-2027
