Source,Target,Weight
guide,pursue,1
guide,thankyou,1
guide,ballb,1
guide,mala,1
guide,maza,1
guide,application,1
guide,facility,1
guide,tuned,1
guide,intrest,1
guide,bank,1
guide,jisse,1
guide,regarding,1
guide,kitne,1
guide,brother,1
guide,counselling,1
guide,maine,1
guide,genuinely,1
guide,doge,1
guide,harshit,1
guide,didnt,1
guide,mysore,1
guide,correctly,1
guide,field,1
guide,kindly,1
guide,hii,1
guide,kind,1
guide,pura,1
commenting,biasedness,1
helpful,provide,1
helpful,enjoying,1
helpful,appreciated,1
helpful,thanku,1
helpful,friend,1
helpful,hope,1
helpful,yoi,1
helpful,yogesh,1
helpful,csir,1
helpful,syllabus,1
helpful,new,1
helpful,way,1
helpful,explanation,1
helpful,decision,1
helpful,appreciable,1
helpful,informative,1
helpful,naac,1
helpful,insight,1
commenting,ill,1
guide,karu,1
commenting,think,1
guide,upsc,1
guide,yrrr,1
guide,uhh,1
guide,kartil,1
guide,vichaar,1
guide,kasha,1
guide,sai,1
guide,plzzz,1
guide,chahti,1
guide,station,1
guide,theek,1
guide,better,1
commenting,fresh,1
commenting,consider,1
commenting,mahange,1
commenting,sorry,1
commenting,bullshit,1
guide,aspirant,1
guide,phone,1
complete,month,1
complete,sakata,1
complete,मिलता,1
complete,nahin,1
complete,given,1
complete,get,1
complete,total,1
complete,picture,1
complete,parent,1
complete,anivarya,1
complete,karj,1
guide,insightful,1
complete,sikkim,1
complete,diploma,1
complete,external,1
complete,iss,1
complete,likhe,1
complete,couse,1
complete,dikhao,1
complete,session,1
complete,khud,1
complete,clear,1
complete,okk,1
complete,rha,1
complete,pragati,1
complete,nep,1
complete,original,1
complete,aaspas,1
complete,kri,1
complete,maine,1
complete,jayegi,1
complete,grejuation,1
complete,mlb,1
complete,english,1
complete,kiyoki,1
complete,kare,1
complete,sem,1
complete,bhul,1
complete,engaging,1
complete,document,1
complete,candidate,1
complete,mess,1
complete,tak,1
complete,provide,1
journey,nice,1
journey,entire,1
guide,fill,1
guide,noida,1
guide,bolke,1
guide,clear,1
guide,research,1
guide,kardega,1
guide,mujee,1
guide,getting,1
guide,surajmal,1
guide,join,1
guide,krdo,1
guide,mee,1
guide,daal,1
guide,motivated,1
guide,tought,1
guide,leke,1
journey,end,1
journey,puri,1
complete,abhi,1
journey,thnkuu,1
complete,hindi,1
complete,book,1
complete,hol,1
complete,holne,1
complete,tumar,1
complete,support,1
complete,opportunity,1
journey,career,1
journey,luck,1
journey,smoother,1
journey,guaranteed,1
journey,fun,1
journey,ahead,1
journey,great,1
journey,lamba,1
journey,choose,1
journey,rough,1
better,talk,1
better,opportunites,1
want,exposure,1
entrance,iska,1
entrance,cut,1
entrance,plx,1
entrance,study,1
entrance,banvana,1
entrance,previous,1
entrance,cutoff,1
entrance,kabhi,1
entrance,hojayeg,1
entrance,prepare,1
entrance,name,1
entrance,mpsc,1
entrance,kevha,1
entrance,ila,1
entrance,ezhuthi,1
entrance,mspstudios,1
entrance,mudinchurkum,1
entrance,ezhuthanuma,1
entrance,pannanum,1
entrance,usko,1
entrance,microbiology,1
entrance,kind,1
entrance,doge,1
entrance,possible,1
entrance,fixxi,1
entrance,baad,1
entrance,tayyari,1
entrance,june,1
entrance,youtubers,1
entrance,taki,1
entrance,poochna,1
entrance,batao,1
entrance,padhte,1
entrance,dedo,1
entrance,iamrazikjosh,1
entrance,nikalna,1
entrance,aabi,1
entrance,ballb,1
entrance,divyasingh,1
entrance,apply,1
entrance,way,1
entrance,deemed,1
entrance,nikaal,1
entrance,dont,1
entrance,honour,1
entrance,madras,1
entrance,dyavi,1
entrance,boltayet,1
entrance,undergraduate,1
useful,board,1
useful,parent,1
useful,sabse,1
useful,manchi,1
useful,chala,1
useful,motivating,1
useful,union,1
useful,aahn,1
useful,orupaadd,1
useful,upgrad,1
useful,kaafi,1
useful,mahi,1
entrance,pyqs,1
entrance,bpt,1
entrance,mtlb,1
entrance,mizoram,1
entrance,regarding,1
entrance,debo,1
entrance,kiba,1
entrance,nhoi,1
entrance,niki,1
entrance,chance,1
entrance,dada,1
entrance,dpharm,1
entrance,percentile,1
entrance,hote,1
entrance,psychology,1
entrance,mode,1
entrance,iske,1
entrance,csir,1
entrance,exempted,1
entrance,naye,1
entrance,unwantedly,1
entrance,bache,1
entrance,sakte,1
suggestion,people,1
contact,chahata,1
contact,unse,1
contact,sakun,1
contact,aapka,1
contact,thing,1
contact,rumkup,1
contact,karge,1
contact,apko,1
contact,bataiye,1
contact,head,1
entrance,dual,1
contact,vdo,1
contact,baat,1
contact,apse,1
contact,apna,1
contact,counseling,1
contact,krr,1
contact,chahiye,1
contact,dipankarbanerjee,1
contact,asked,1
contact,guest,1
contact,pata,1
contact,staff,1
contact,vloggingchaitanya,1
contact,facebook,1
contact,tumcha,1
contact,cell,1
contact,check,1
contact,agr,1
contact,pratiksha,1
contact,kasa,1
contact,tumhala,1
contact,kara,1
contact,dikkakat,1
contact,collage,1
contact,code,1
contact,sujal,1
contact,email,1
contact,problem,1
contact,social,1
contact,hello,1
contact,keliye,1
contact,kari,1
entrance,merit,1
entrance,requires,1
entrance,एडमिशन,1
entrance,यूनिवर्सिटी,1
entrance,paper,1
entrance,clear,1
entrance,amuee,1
entrance,filling,1
entrance,agr,1
entrance,aate,1
entrance,fill,1
entrance,took,1
entrance,dijiye,1
entrance,appearance,1
entrance,limit,1
entrance,first,1
entrance,cleared,1
entrance,tak,1
entrance,sppu,1
entrance,com,1
contact,app,1
entrance,mysore,1
contact,hei,1
contact,knti,1
contact,plzzz,1
entrance,compulsory,1
entrance,uske,1
entrance,common,1
entrance,usme,1
entrance,preparing,1
entrance,uska,1
entrance,thani,1
entrance,floor,1
entrance,stopped,1
entrance,write,1
entrance,trf,1
entrance,alg,1
entrance,puja,1
entrance,open,1
useful,definitely,1
suggestion,ddu,1
contact,expected,1
know,talk,1
know,abt,1
know,medical,1
know,issue,1
know,political,1
know,xan,1
know,lifescience,1
know,economics,1
know,system,1
know,teaching,1
know,kadu,1
know,class,1
know,open,1
know,coding,1
know,instead,1
know,found,1
know,happen,1
know,focus,1
know,unable,1
know,central,1
know,vdeo,1
know,sikkim,1
know,cutt,1
know,new,1
know,skill,1
know,specialization,1
know,avg,1
know,graduation,1
know,started,1
know,submitted,1
know,cuz,1
know,regular,1
know,decide,1
know,filling,1
know,dlt,1
know,tht,1
know,bet,1
know,condition,1
know,pharm,1
know,baki,1
know,dream,1
know,hard,1
know,bioinformatics,1
know,giganigga,1
know,fundamental,1
know,passed,1
know,studied,1
know,given,1
know,surprised,1
know,basis,1
know,hojata,1
know,expensive,1
know,mumbai,1
know,backup,1
know,savani,1
know,scored,1
know,muslim,1
know,sakta,1
know,ile,1
know,yarukellam,1
know,saw,1
know,voluntarily,1
know,christian,1
know,wether,1
know,criticize,1
know,dnt,1
know,coordinator,1
know,सनातनी,1
know,showing,1
know,definitely,1
know,mocked,1
know,mrsaibanoth,1
know,providing,1
know,pondicherry,1
know,magicalmirrorr,1
know,end,1
know,collaborate,1
know,jiwaji,1
know,studying,1
know,blind,1
know,crap,1
know,doesnot,1
know,mean,1
know,full,1
suggestion,gujarat,1
suggestion,gap,1
suggestion,collage,1
suggestion,problem,1
suggestion,fasse,1
suggestion,skta,1
suggestion,expected,1
suggestion,aiu,1
suggestion,useful,1
suggestion,matter,1
suggestion,valuable,1
know,god,1
know,advance,1
know,bcz,1
know,astitwathakur,1
know,correct,1
know,worked,1
know,vadapalani,1
know,sister,1
know,ahead,1
suggestion,apply,1
suggestion,support,1
suggestion,appreciated,1
suggestion,create,1
suggestion,considering,1
suggestion,addmission,1
suggestion,voice,1
suggestion,quick,1
suggestion,dein,1
suggestion,sauth,1
suggestion,honestly,1
suggestion,page,1
suggestion,definitely,1
suggestion,actually,1
suggestion,great,1
suggestion,aapka,1
suggestion,guy,1
suggestion,chahiye,1
suggestion,hoon,1
suggestion,experience,1
suggestion,opinion,1
know,asking,1
know,protesting,1
know,community,1
know,soa,1
know,officer,1
know,reduced,1
know,thier,1
know,rant,1
know,choose,1
know,purpose,1
know,important,1
know,space,1
know,waste,1
know,score,1
know,batana,1
know,ssc,1
know,allow,1
know,jabe,1
know,including,1
know,determinant,1
know,month,1
know,congratulation,1
know,waiting,1
know,sanghis,1
know,anyday,1
know,megha,1
know,aspirant,1
know,nitian,1
know,practical,1
know,diffrence,1
know,iitains,1
know,difference,1
know,look,1
know,interest,1
know,seat,1
know,different,1
know,disrespecting,1
know,written,1
know,nitjsr,1
know,part,1
know,felt,1
know,inside,1
contact,phule,1
contact,talk,1
know,law,1
date,bataiye,1
date,till,1
date,final,1
date,month,1
date,show,1
date,written,1
date,submitte,1
date,august,1
date,bata,1
date,cnfrm,1
online,conduct,1
date,arhi,1
date,baad,1
date,hmare,1
date,nikl,1
date,given,1
date,bcoz,1
date,dena,1
date,sept,1
date,mean,1
date,apko,1
date,milega,1
date,iski,1
online,system,1
online,happen,1
online,non,1
date,syallabus,1
date,management,1
date,availability,1
date,accurate,1
date,vunte,1
date,rayandi,1
date,july,1
date,mmmut,1
date,pathi,1
date,open,1
date,solunga,1
date,podradhukana,1
date,getting,1
date,bnana,1
date,cusb,1
date,ageya,1
date,mentioned,1
date,nikalegi,1
date,pura,1
date,thing,1
date,horticulture,1
date,category,1
date,submission,1
date,caunsling,1
date,confirmed,1
date,site,1
date,issue,1
date,likhi,1
date,passing,1
date,birth,1
date,bed,1
date,sollunga,1
date,kata,1
date,hawer,1
date,skta,1
date,aata,1
date,miss,1
date,yavga,1
date,dise,1
date,sppu,1
date,prospectus,1
date,llb,1
date,lurn,1
date,ayega,1
date,ballb,1
date,karen,1
date,form,1
date,bale,1
date,sakte,1
date,denge,1
date,jama,1
date,lst,1
date,baki,1
date,skte,1
date,jmi,1
date,batate,1
online,pune,1
online,offer,1
date,mtlb,1
online,bina,1
online,keval,1
online,ashishlahri,1
online,gyi,1
online,fill,1
online,abi,1
online,aagya,1
online,result,1
online,raseed,1
online,mang,1
online,mizoram,1
online,jayegi,1
online,aaply,1
online,jayega,1
online,july,1
online,primarily,1
online,portal,1
online,batao,1
online,karu,1
online,kariyega,1
online,mene,1
online,application,1
online,kese,1
online,rti,1
online,dali,1
online,exm,1
online,aicte,1
online,fully,1
online,providing,1
online,dear,1
online,crack,1
online,cllg,1
online,refund,1
online,bataye,1
online,slip,1
online,pragati,1
online,sabkch,1
online,chlta,1
online,original,1
online,sakta,1
online,start,1
online,milegi,1
online,sakti,1
online,dhundh,1
online,professer,1
online,chatgpt,1
online,staff,1
online,waa,1
online,chalan,1
online,jao,1
online,balo,1
online,applied,1
online,news,1
online,seen,1
online,pakei,1
online,pakeiba,1
online,kebe,1
online,select,1
online,agr,1
online,cheyanam,1
online,enthenkilum,1
online,banaiye,1
online,work,1
online,ajayenge,1
online,crore,1
online,dono,1
online,print,1
online,kardiya,1
online,rechecking,1
online,study,1
online,moving,1
online,counselling,1
online,aavunnathano,1
online,kittan,1
online,data,1
online,payment,1
online,फ़ॉर्म,1
online,studentes,1
online,uske,1
online,joined,1
online,examination,1
online,create,1
date,karwaya,1
date,krne,1
contact,sciastra,1
registration,bana,1
registration,iss,1
registration,waiting,1
registration,number,1
registration,say,1
registration,new,1
registration,master,1
registration,food,1
registration,result,1
registration,cap,1
registration,bihar,1
registration,fresh,1
registration,chuki,1
registration,category,1
registration,kraaya,1
registration,mana,1
registration,phone,1
registration,phase,1
registration,vishwavidyalaya,1
registration,kha,1
registration,plzz,1
registration,suru,1
registration,kub,1
registration,tumahra,1
registration,sana,1
registration,jitne,1
registration,councelling,1
registration,sabko,1
registration,admision,1
registration,dikh,1
registration,band,1
registration,closed,1
registration,ncet,1
registration,hogya,1
registration,srt,1
registration,krdenge,1
registration,going,1
registration,iske,1
registration,according,1
registration,gya,1
registration,startet,1
registration,study,1
registration,banaiyega,1
contact,payega,1
contact,find,1
contact,address,1
contact,owner,1
contact,sikkim,1
contact,idea,1
contact,wanna,1
contact,comfortable,1
contact,law,1
contact,language,1
contact,care,1
contact,rwakoi,1
contact,kre,1
contact,helpdesk,1
contact,bolo,1
contact,karein,1
contact,krre,1
contact,waale,1
contact,aslo,1
contact,missing,1
registration,vishvidyalya,1
contact,get,1
registration,check,1
registration,coursemates,1
registration,read,1
contact,krke,1
contact,baar,1
contact,confused,1
contact,thinking,1
contact,brother,1
contact,bhopal,1
contact,aapko,1
contact,sachin,1
contact,dijiye,1
contact,class,1
contact,tmse,1
contact,dia,1
contact,right,1
contact,jaipur,1
registration,cheez,1
registration,tak,1
date,iska,1
registration,cutoff,1
registration,odane,1
registration,karni,1
registration,hume,1
registration,raunakzone,1
registration,fill,1
registration,hekh,1
registration,baa,1
registration,mei,1
registration,possible,1
registration,apna,1
registration,nunber,1
registration,balki,1
registration,wale,1
registration,sur,1
registration,ballb,1
registration,allhabad,1
registration,karoge,1
registration,kare,1
registration,prethishikam,1
registration,private,1
registration,second,1
registration,hora,1
date,intimation,1
date,tarik,1
date,join,1
date,asi,1
date,though,1
date,acceptance,1
date,dikha,1
date,whi,1
date,read,1
registration,krunga,1
registration,usme,1
registration,pdega,1
registration,submitted,1
registration,padhai,1
registration,karaye,1
registration,pharmacy,1
registration,plzzzz,1
registration,cujammu,1
registration,tech,1
registration,mark,1
registration,direct,1
registration,pana,1
registration,window,1
registration,mother,1
registration,jayega,1
registration,round,1
registration,offline,1
registration,spot,1
registration,aayega,1
registration,application,1
registration,ggu,1
registration,started,1
registration,hello,1
registration,despite,1
registration,different,1
registration,jharkhand,1
registration,chem,1
registration,dena,1
registration,counselling,1
registration,general,1
registration,approval,1
registration,hindi,1
registration,paye,1
registration,taki,1
registration,bache,1
registration,abhi,1
registration,hogaya,1
registration,samarth,1
registration,soch,1
registration,usmein,1
registration,bharenge,1
registration,icar,1
registration,pgdca,1
registration,website,1
registration,reopen,1
registration,option,1
registration,niche,1
registration,list,1
registration,forguson,1
know,list,1
know,bnaya,1
better,rhe,1
facility,epdi,1
facility,higher,1
facility,khojte,1
facility,kehne,1
facility,sari,1
facility,lack,1
facility,poor,1
facility,blackboard,1
facility,toilet,1
facility,yha,1
facility,peopl,1
facility,aimed,1
facility,research,1
facility,leni,1
facility,iste,1
facility,woman,1
facility,transport,1
facility,batao,1
facility,mainly,1
facility,bhaat,1
facility,kaahe,1
facility,possible,1
facility,wagaira,1
facility,required,1
facility,providing,1
facility,building,1
facility,outperform,1
facility,handicap,1
facility,lene,1
facility,playing,1
facility,life,1
facility,normal,1
facility,appointment,1
facility,principal,1
facility,chalti,1
facility,horrible,1
facility,think,1
facility,tolerating,1
facility,unable,1
facility,delhi,1
facility,inspection,1
facility,protest,1
facility,moderate,1
depends,gpat,1
depends,woman,1
depends,obviously,1
depends,studying,1
depends,raj,1
depends,far,1
depends,cgpa,1
depends,continuation,1
depends,totally,1
depends,number,1
depends,expectation,1
depends,category,1
depends,electric,1
depends,bilingual,1
depends,english,1
depends,percentile,1
depends,cut,1
depends,opting,1
depends,reputed,1
depends,programme,1
facility,work,1
depends,expect,1
facility,wat,1
opting,english,1
opting,christian,1
opting,bright,1
opting,psychology,1
opting,abt,1
opting,psy,1
opting,actually,1
opting,facility,1
depends,effort,1
depends,fine,1
depends,carrier,1
depends,job,1
depends,specialization,1
depends,lot,1
depends,final,1
depends,completely,1
facility,fellowship,1
facility,level,1
better,sgsits,1
available,cecri,1
available,agribusiness,1
available,english,1
available,cusb,1
available,medical,1
available,site,1
available,counter,1
available,pmsss,1
available,collage,1
available,electrochemical,1
facility,waste,1
available,bombay,1
available,say,1
available,geology,1
available,soon,1
available,rminator,1
available,branch,1
available,astronomy,1
available,tech,1
available,bioinformatics,1
available,quota,1
available,cooler,1
available,registration,1
available,jinke,1
available,postgraduate,1
available,come,1
available,doe,1
available,safety,1
available,number,1
available,record,1
available,sport,1
available,vourse,1
available,think,1
available,check,1
available,chargpt,1
available,msw,1
available,affiliated,1
available,told,1
available,wory,1
available,page,1
available,engi,1
available,service,1
available,com,1
facility,baki,1
facility,itni,1
facility,kindly,1
facility,bihar,1
facility,mentioned,1
facility,medical,1
facility,consider,1
facility,generally,1
facility,hotel,1
facility,ediya,1
facility,extremely,1
facility,worse,1
facility,environment,1
facility,bane,1
facility,bada,1
facility,collage,1
facility,notch,1
facility,equipped,1
facility,regular,1
facility,great,1
facility,bombay,1
facility,register,1
facility,gobar,1
facility,khane,1
facility,full,1
facility,ata,1
facility,acre,1
facility,nikaalte,1
facility,acche,1
facility,haii,1
facility,ambulance,1
facility,seater,1
facility,term,1
facility,room,1
facility,atleast,1
facility,kolkata,1
facility,maintained,1
facility,supportive,1
facility,saari,1
better,iet,1
better,jec,1
available,walo,1
better,ballb,1
better,atlas,1
better,central,1
better,cusb,1
better,baki,1
better,unsab,1
better,value,1
better,smvec,1
better,haina,1
better,original,1
better,day,1
better,maine,1
better,karlo,1
better,old,1
better,new,1
better,check,1
better,part,1
better,pvt,1
better,east,1
better,law,1
better,pune,1
better,finance,1
better,guess,1
better,worst,1
better,return,1
better,bist,1
better,ismien,1
better,isase,1
better,bhopal,1
better,accountability,1
better,msrit,1
better,bmsce,1
better,vunte,1
better,iee,1
better,noida,1
better,bajaj,1
better,gurgaon,1
better,kiet,1
better,comparatively,1
better,isse,1
better,rhi,1
better,jmi,1
better,iat,1
better,etrayo,1
better,paste,1
better,rahega,1
better,mahavidyalaya,1
better,whats,1
better,venky,1
better,onn,1
better,ahnn,1
better,said,1
better,mid,1
better,goa,1
better,tag,1
better,ise,1
better,avoid,1
better,ktr,1
better,pleace,1
better,chalu,1
better,milega,1
better,professional,1
better,anu,1
better,sanskrit,1
better,fazil,1
better,struggle,1
better,clean,1
better,वाला,1
better,clearly,1
better,furguson,1
better,higher,1
better,cbit,1
better,point,1
better,ace,1
better,lesson,1
better,designing,1
better,gather,1
better,thought,1
better,avde,1
better,little,1
better,learn,1
better,calicut,1
better,knit,1
better,psut,1
better,oet,1
better,jalandar,1
better,infrastucture,1
better,lead,1
better,missing,1
better,tarikaise,1
better,jisme,1
better,bhaya,1
better,karu,1
better,mann,1
better,kkr,1
better,hbtu,1
better,goal,1
better,khud,1
better,alot,1
better,ggsipu,1
better,mnc,1
better,jabalpur,1
better,definetly,1
better,choice,1
better,ignou,1
better,missed,1
better,tahn,1
better,include,1
better,believe,1
better,prepare,1
better,culture,1
better,mysuru,1
better,vitee,1
better,bhartiye,1
better,compared,1
better,find,1
better,planning,1
better,opinion,1
better,position,1
better,hold,1
