university_name,category,keyword,video_id,video_title,channel_name,published_at
IIT Hyderabad,fees,fees review,Mjgt7Fks1cc,❤️IIT HYDERABAD PLACEMENTS 2022 in తెలుగు❤️IIT HYDERABAD PLACEMENTS AND FEE STRUCTURE 2022 ❤️#iithyd,Ananya Gurukulam,2022-09-27T06:41:20Z
IIT Hyderabad,fees,fees review,BNJEv9lGVv4,IIT Hyderabad College Review in One minute 🔥  #shorts #iithyderabad  #jeemains #iitmotivation,Ritik Meghwani,2022-10-17T15:00:09Z
IIT Indore,fees,fees review,Tk4opN3VZmM,IIT Indore Review | Fees | 56 LPA Placements | IIT Motivation | IIT Indore Campus,CAREERKICK JEE,2023-02-28T05:30:10Z
IIT Indore,fees,fees review,nEinvAnnz3Q,"🔥IIT Indore Review 2025📈 | Admission, Courses Fees, Placement, Facilities | Full Information",Career Margdharshan ,2025-02-25T11:30:29Z
IIT Indore,fees,fees review,1jr5-_JjuvY,"IIT Indore Review 2026 🔥 Placement, Fees, Cutoff, Campus Tour | Full Honest Review in Hindi",Career Margdharshan ,2026-04-21T10:30:01Z
IIT Indore,fees,fees review,qyyO0crChCk,IIT Indore FEES Structure (4 Year - UG/B.Tech) | Tuition+ Hostel+ Mess Fees &amp; Seat Matrix 2025!,"Mechenzi - Placements, Colleges & Career",2025-07-01T15:30:41Z
IIT Indore,fees,fees review,dr5Y-DVqmaQ,IIT INDORE College Review in One minute 🔥  #shorts #iitindore #jeemains #iitmotivation #iit,Ritik Meghwani,2022-10-12T15:00:09Z
IIT Indore,fees,fees review,iCE_9ehyMpw,"IIT Indore Courses &amp; Placements | Campus, Scholarships &amp; More",JEE@Aakash ,2025-03-17T10:43:03Z
IIT Indore,fees,fees review,Wg8rxPowUio,"💥 IIT Indore 2025: Cutoff 📉 |  JEE Advanced 2025 Cutoff, Placement, Fees, Seats &amp; Ranking #IITIndore",Careers360,2025-06-02T06:45:18Z
IIT Indore,fees,fees review,BC6K96Wzhzc,"IIT Indore college review | admission, placement, cutoff, fee, campus",Prabhat Ranjan,2023-11-15T12:30:08Z
IIT Indore,fees,fees review,DJ64GjJXZEY,"IIT Indore Hindi College Review 2026 | Placements, Cutoff, Fees, Hostel, admissions..|",HACKOVERSE EDU,2026-03-06T03:30:06Z
IIT Indore,fees,fees review,mZzHhfhJbLk,IIT Indore Placement 2025 REALITY - ₹1.37 Cr Package Par 83 Students UNPLACED | JEE 2026 Must Watch,Ayush Garg Classes,2025-11-22T07:46:07Z
IIT BHU,fees,fees review,Pp_-K8XWMq4,All About BHU and IIT BHU | Fees | Admission | Cutoff | Placement  @VedantuMath,Vedantu JEE Made Ejee,2024-05-26T08:30:07Z
IIT BHU,fees,fees review,1dMQQ-_fjsA,IIT BHU Varanasi FEES Structure (4 Year - UG/B.Tech) | Tuition+ Hostel+ Mess Fees &amp; Seat Matrix 2025,"Mechenzi - Placements, Colleges & Career",2025-07-04T03:30:04Z
IIT BHU,fees,fees review,PWMif2q5fgw,IIT BHU में Admission के लिए Loan तक लेना पड़ सकता है ? | IIT BHU Fee Structure | The Student Life,The Student Life,2022-06-07T13:05:37Z
IIT BHU,fees,fees review,TTnCuvgiJ8s,IIT BHU Review 2026 — Honest &amp; Detailed Campus Experience &amp; Placement Details,Prabhat Ranjan,2026-01-29T06:30:15Z
IIT BHU,fees,fees review,9daPTVsN32I,IIT-BHU Campus Review | 2.05 Crore Highest Package 🤑 | Fees | NIRF Ranking | IIT-BHU Placement,CAREERKICK JEE,2023-03-17T05:58:17Z
IIT BHU,fees,fees review,1pn_s5fSBME,IIT BHU College Review in One minute 🔥  #shorts #iitbhu #jeemains #iitmotivation,Ritik Meghwani,2022-10-13T15:45:07Z
IIT BHU,fees,fees review,iA6a3I4FWUA,IIT BHU Fee Structure | B.Tech 1st Year Fee | #Shorts,Exam Update By Ashish Sir,2021-05-25T04:30:10Z
IIT BHU,fees,fees review,-dU8ACJXu78,IIT BHU Ka Jalwa 🔥🥶 Highest Package Vs Average Package #iitmotivation #iitjee #placement,TSV Kota Shorts ,2024-11-19T12:19:31Z
IIT BHU,fees,fees review,kx_Q9v6KEUw,CUET 2023: Admission to IIT BHU | Harsh sir #shorts #cuet #cuet2023,Vedantu JEE Made Ejee,2023-04-02T14:30:13Z
IIT BHU,fees,fees review,3Njcv0TtXzY,All about BHU and IIT BHU| major difference between bhu and iitbhu #shorts,IamRavinaaa,2024-05-31T09:30:00Z
NIT Trichy,fees,fees review,1T4-j6idty8,"🛑NIT,TRICHY|2025-FEES STRUCTURE|JEE MAINS-2025|No Fees for OBC-NCL,SC,ST Students😮Dineshprabhu",DINESH PRABHU,2024-11-25T12:40:21Z
NIT Trichy,fees,fees review,Nx4P5A10Whc,"All About NIT TRICHY | Admission, Eligibility, Cutoff, Fees, Placement, Students Review | Harsh Sir",Vedantu JEE Made Ejee,2025-10-08T13:45:20Z
NIT Trichy,fees,fees review,2MWAidr0D3s,NIT Trichy Fees &amp; Rank 2025 REVEALED | INSIDE Campus Tour | Top Engineering College India #nittrichy,College Dost Tamil,2025-05-16T15:22:53Z
NIT Trichy,fees,fees review,7YRkQugpp3U,NIT Trichy College Review InShort,Apna College,2023-02-17T17:43:35Z
NIT Trichy,fees,fees review,e4C6147mgLE,"NIT Trichy 🔥 No.1 NIT | Fees, Placement, Cutoffs &amp; Other Details",JEE Wallah,2023-03-12T14:30:12Z
NIT Trichy,fees,fees review,YfysllIxIPw,NIT Trichy Comparison,shiksha.com,2024-09-03T05:43:00Z
NIT Trichy,fees,fees review,t6eZ66LUJ2s,NIT Trichy M.tech Admission 2025 | Placement | Cutoff | Fees | Low GATE Score Option | Full Details,GATE Wallah,2025-05-19T05:53:03Z
NIT Trichy,fees,fees review,qz-9T1jI-lg,NIT TRICHY🔥Upto 72 Lakhs Annual Package #Shorts #PhysicsWallah,JEE Wallah,2023-03-07T14:30:14Z
NIT Trichy,fees,fees review,FjWhJ5qvKBY,JEE MAIN 2026 | NIT Trichy | ✅ EXPECTED MARKS &amp; PERCENTILE | ALL Branch Wise &amp; Category Wise,Career Guidance ASHWIN,2025-12-03T04:30:08Z
NIT Trichy,fees,fees review,QTUUg8Of9o0,This is the fee structure at NIT Trichy #lightscameracampus #fees #scholarship #jee #nit #income,shiksha.com,2025-01-30T05:31:01Z
NIT Warangal,fees,fees review,GjprGMsJCe0,NIT Warangal FEES Structure (4 Year - UG/B.Tech) | Tuition+ Hostel+ Mess Fees &amp; Seat Matrix 2025!,"Mechenzi - Placements, Colleges & Career",2025-06-28T09:30:16Z
NIT Warangal,fees,fees review,Pd2WBLbJZUA,"NIT Warangal: Fee, Scholarship, Campus, Quota, Placements, Salary, admission, cutoff, alumni, review",Manabadi Videos,2023-12-11T02:29:40Z
NIT Warangal,fees,fees review,O1B7UhCQb48,All About NIT Warangal in 60 Secs #nitwarangal #nitw #nitlife #collegelife #telugu,Vedantu Patashala 9 & 10,2025-09-03T13:29:17Z
NIT Warangal,fees,fees review,uR-6fobUC2Y,"NIT Warangal College Review 🔥 Placements, Cutoff, Fees &amp; Campus Life | Complete Guide",JEE@Aakash ,2026-01-23T04:42:19Z
NIT Warangal,fees,fees review,-HiWAK5LiZg,"NIT Trichy vs NIT Warangal 2025: Fees, Packages, Campus Life Comparison!",shiksha.com,2025-06-13T13:30:00Z
NIT Warangal,fees,fees review,dNQW06JAvfQ,"NIT , Warangal Fee Structure | Fee | #Shorts",Exam Update By Ashish Sir,2021-05-25T08:08:11Z
NIT Warangal,fees,fees review,Q-uxuYI0FjI,"NIT Warangal | National Institute of Technology Warangal | Placements, Campus, Fees &amp; Reality Check",Campus Wala,2026-05-26T05:30:06Z
